Nome,Classe,Tipo de Ativo,Bolsa Fonte,Ativo Cancelado,CNPJ,Número de emissão,Serie,Codigo,Setor NAICS ult disponiv,Agente Fiduciário,Líder,Banco Mandatário,Incentivada Lei 12.431,Volume,Data de emissão,Vencimento/Repactuação,Referência NTN-B,Remuneração,Amortização,Espécie,Tipo de Debênture,Índice de correção,Data da Últ Cotação,Taxa (YTM) [%],Máximo da Taxa (YTM) 12 meses [%],Data do Máximo Taxa (YTM) 12 meses,Taxa Atual vs Máx 12m [%],PU [R$],Máximo do PU 12 meses [R$],Data do Máximo PU 12 meses,PU Atual vs Máx 12m [%],Duration [dias úteis],Taxa de Compra [%],Taxa de Venda [%],Retorno 1 dia [%],Prêmio vs CDI 1 dia [% do CDI],Retorno 6 meses [%],Prêmio vs CDI 6 meses [% do CDI],Retorno 12 meses [%],Prêmio vs CDI 12 meses [% do CDI],Retorno no Ano [%],Prêmio vs CDI no Ano [% do CDI],Retorno do Início [%],Prêmio vs CDI do Início [% do CDI],Volatilidade 12 meses [%],Sharpe 12 meses,Máx Retorno Mensal (últ. 12 meses) [%],Máx Prêmio Mensal (últ. 12 meses) [% do CDI],Mín Retorno Mensal (últ. 12 meses) [%],Mín Prêmio Mensal (últ. 12 meses) [% do CDI],Meses Positivos (últ. 12 meses) [unidades],Meses acima do CDI (últ. 12 meses) [unidades],Dias Positivos (últ. 12 meses) [%],Dias acima do CDI (últ. 12 meses) [%],Perda Máxima (últ. 12 meses) [%],Data do Pico Perda Máxima,Data do Fundo Perda Máxima,Tempo de Recuperação Perda Máxima em dias úteis,Data Recuperação Perda Máxima
Rodovias Das Colinas SA,Emis 09/Ser 02,Título privado de renda fixa,Anbima,ativo,03025305000146,9,02,RDCO29,Atividades auxiliares ao transporte rodoviário,Pentagono SA Dtvm,Banco BTG Pactual SA,Banco Bradesco SA,Não,104630000.00,15/06/2019,15/06/2024,,Pagamento Semestral. nos dias 15-jun e 15-dez. Primeiro em 15-dez-2019,2 Parcelas: 50% em 15-jun-2023 e 50% em 15-jun-2024,Quirografária,DI Spread,"DI + 1,65%",21/12/2020,,4.5144,16/04/2020,,,9878.294847,25/11/2020,,,,,,,7.59,770.76,2.93,104.29,2.77,102.28,,,3.39,0.05,3.52,1811.72,-3.42,-1162.05,9,8,,,-8.43,20/03/2020,16/04/2020,100,13/08/2020
Rodovias Integradas do Oeste S/A,Emis 06/Ser uni,Título privado de renda fixa,Anbima,ativo,03497792000140,6,uni,VIAL16,Atividades auxiliares ao transporte rodoviário,Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Não,1100000000.00,15/08/2018,15/08/2022,,Pagamento semestral. nos dias 15-fev e 15-ago. Primeiro em 15-fev-2019 e última no vencimento,Pagamento semestral. nos dias 15-fev e 15-ago. Primeiro em 15-fev-2019 e última no vencimento,Quirografária,DI Percentual,115% do DI,21/12/2020,,196.1957,02/07/2020,,,5940.713163,21/12/2020,,,,,,,2.47,251.19,1.95,69.35,1.86,68.67,,,1.34,-0.62,0.72,400.02,-0.94,-277.87,10,6,,,-2.28,17/03/2020,27/04/2020,144,13/10/2020
Rumo Log,Emis 14/Ser uni,Título privado de renda fixa,Anbima,ativo,71550388000142,14,uni,RUMOA4,Transporte rodoviário,Pentagono SA Dtvm,Banco BTG Pactual SA,Banco Bradesco SA,Sim,800000000.00,15/04/2020,15/04/2030,15/08/2028,Pagamento Semestral. Nos dias 15-abr e 15-out. Primeiro em 15-out-2020,Pagamento anual. Primeiro em 15-abr-2028 e última no vencimento,Quirografária,IPCA Spread,"IPCA + 6,7961%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,5.42,3004.27,-0.94,-586.93,,,,,-2.70,09/09/2020,21/09/2020,27,19/10/2020
Rumo S.A.,Emis 12/Ser uni,Título privado de renda fixa,Anbima,ativo,02387241000160,12,uni,RUMOA2,Transporte ferroviário,Simplific Pavarini DTVM Ltda,Banco BTG Pactual SA,Banco Bradesco SA,Sim,600000000.00,15/02/2019,15/02/2029,15/08/2028,Pagamento semestral nos dias 15-ago e 15-fev. primeiro em 15-ago-2019,"Pagamento anual no dia 15-fev, primeiro em 15-fev-2027",Quirografária,IPCA Spread,"IPCA + 4,50%",21/12/2020,,5.7119,23/03/2020,,,1150.192388,21/12/2020,,,,,,,13.49,1370.61,11.21,398.97,8.92,329.71,,,12.83,0.71,6.19,3185.09,-8.08,-2389.05,7,7,,,-12.68,14/02/2020,23/03/2020,110,27/07/2020
Rumo S.A.,Emis 13/Ser 01,Título privado de renda fixa,Anbima,ativo,02387241000160,13,01,RUMOA3,Transporte ferroviário,Simplific Pavarini DTVM Ltda,Banco Itau BBA SA,Banco Bradesco SA,Sim,906856000.00,15/10/2019,15/10/2029,15/08/2028,Pagamento Semestral. nos dias 15-out e 15-abr. Primeiro em 15-out-2020,"Pagamento anual, nos dias 15-out. Primeiro em 15-out-2027 e última no vencimento",Quirografária,IPCA Spread,"IPCA + 3,90%",21/12/2020,,5.6884,23/03/2020,,,1085.160447,21/12/2020,,,,,,,13.34,1355.47,12.27,436.89,10.33,382.05,,,13.65,0.76,4.91,3088.37,-7.50,-2215.16,9,9,,,-12.70,04/03/2020,23/03/2020,102,30/07/2020
Rumo S.A.,Emis 13/Ser 02,Título privado de renda fixa,Anbima,ativo,02387241000160,13,02,RUMOB3,Transporte ferroviário,Simplific Pavarini DTVM Ltda,Banco Itau BBA SA,Banco Bradesco SA,Sim,222280000.00,15/10/2019,15/10/2029,15/08/2028,Pagamento Semestral. nos dias 15-out e 15-abr. Primeiro em 15-abr-2020,"Pagamento anual, nos dias 15-out. Primeiro em 15-out-2027 e última no vencimento",Quirografária,IPCA Spread,IPCA + 4%,21/12/2020,,5.762,23/03/2020,,,1089.56021,21/12/2020,,,,,,,14.59,1481.70,12.69,451.60,11.12,411.20,,,13.52,0.79,4.53,3202.45,-6.09,-1800.22,9,9,,,-12.58,14/02/2020,23/03/2020,113,30/07/2020
Saber Serviços Educacionais S/A,Emis 01/Ser 01,Título privado de renda fixa,Anbima,ativo,03818379000130,1,01,SSED11,Educacão,Oliveira Trust Dtvm SA,Banco Itau BBA SA,Itau Unibanco SA,Não,1129660000.00,15/08/2018,15/08/2021,,Pagamento semestral. nos dias 15-fev e 15-ago. Primeiro no dia 15-fev-2019 e última no vencimento,Integral na data do Vencimento,Quirografária,DI Spread,"DI + 0,75%",21/12/2020,,3.2967,05/06/2020,,,10013.77634,21/12/2020,,,,,,,3.16,321.23,2.77,98.66,2.64,97.74,,,1.79,-0.01,1.19,742.56,-1.83,-541.80,10,10,,,-2.57,17/03/2020,15/04/2020,105,17/08/2020
Saber Serviços Educacionais S/A,Emis 01/Ser 02,Título privado de renda fixa,Anbima,ativo,03818379000130,1,02,SSED21,Educacão,Oliveira Trust Dtvm SA,Banco Itau BBA SA,Itau Unibanco SA,Não,4264340000.00,15/08/2018,15/08/2023,,Pagamento semestral. nos dias 15-fev e 15-ago. Primeiro em 15-fev-2019 e última no vencimento,2 parcelas: 50% em 15-ago-2022 e 50% em 15-ago-2023,Quirografária,DI Spread,"DI + 1,00%",21/12/2020,,3.9478,15/04/2020,,,9818.760483,21/12/2020,,,,,,,4.97,504.46,1.28,45.45,1.16,43.04,,,1.98,-0.75,1.65,846.96,-2.82,-834.07,10,8,,,-6.22,12/03/2020,15/04/2020,160,30/10/2020
Saber Serviços Educacionais S/A,Emis 01/Ser 03,Título privado de renda fixa,Anbima,ativo,03818379000130,1,03,SSED31,Educacão,Oliveira Trust Dtvm SA,Banco Itau BBA SA,Itau Unibanco SA,Não,106000000.00,15/08/2018,15/08/2025,15/05/2025,Pagamento Semestral. nos dias 15-fev e 15-ago. Primeiro em 15-fev-2019,2 Parcelas: 50% em 15-fev-2024 e 50% em 15-fev-2025,Quirografária,IPCA Spread,"IPCA + 6,7234%",17/12/2020,,,,,,,,,,,,,,,,,,,,,,,,2.64,2350.65,-2.41,-1508.74,,,,,-3.92,06/08/2020,07/10/2020,86,09/12/2020
Sabesp,Emis 17/Ser 03,Título privado de renda fixa,Anbima,ativo,43776517000180,17,3,SBESC7,"Água, esgoto e outros sistemas",SLW Cvc Ltda,BB Banco de Investimento SA,Banco Bradesco SA,Não,180090000.00,15/02/2013,15/01/2023,15/08/2022,"Pagamento anual, nos dias 15-Jan. Primeiro em 15-Jan-2014 e último no vencimento.","3 parcelas: 33,33% em 15-Jan-2021, 33,33% em 15-Jan-2022 e saldo em 15-Jan-2023.",Quirografária,IPCA Spread,"IPCA + 4,75%",21/12/2020,,5.9233,27/04/2020,,,16445.76263,21/12/2020,,,,,,,8.17,830.04,8.01,285.04,7.49,276.94,,,4.20,1.24,1.98,1239.19,-2.42,-849.57,10,10,,,-5.36,04/03/2020,27/04/2020,104,03/08/2020
Sabesp,Emis 21/Ser 02,Título privado de renda fixa,Anbima,ativo,43776517000180,21,02,SBSP2B,"Água, esgoto e outros sistemas",Oliveira Trust Dtvm SA,Banco Votorantim SA,Banco Bradesco SA,Não,350000000.00,15/06/2017,15/06/2022,,"Pagamento semestral, nos dias 15-Dez e 15-Jun. Primeiro em 15-Dez-2017 e última no vencimento",2 parcelas em 15-Jun-2021 e no vencimento,Quirografária,DI Spread,"DI + 0,9%",21/12/2020,,2.9612,15/04/2020,,,996.127931,21/12/2020,,,,,,,2.64,268.45,3.09,109.96,2.95,108.96,,,1.93,0.15,1.22,429.83,-2.65,-782.71,11,11,,,-3.01,19/03/2020,08/04/2020,93,03/08/2020
Sabesp,Emis 22/Ser 01,Título privado de renda fixa,Anbima,ativo,43776517000180,22,01,SBSPA2,"Água, esgoto e outros sistemas",Planner Corretora de Valores SA,Banco BTG Pactual SA,Banco Bradesco SA,Não,100000000.00,15/02/2018,15/02/2021,,Pagamento semestral. nos dias 15-Ago e 15-Fev. Primeiro em 15-ago-2018,Integral na data do vencimento,Quirografária,DI Spread,"DI + 0,58%",21/12/2020,,2.8988,01/06/2020,,,1007.059411,21/12/2020,,,,,,,2.60,264.51,3.32,118.15,3.19,118.10,,,0.73,0.68,0.60,309.55,-1.06,-314.61,11,9,,,-1.43,18/03/2020,07/04/2020,80,14/07/2020
Sabesp,Emis 22/Ser 02,Título privado de renda fixa,Anbima,ativo,43776517000180,22,01,SBSPB2,"Água, esgoto e outros sistemas",Planner Corretora de Valores SA,Banco BTG Pactual SA,Banco Bradesco SA,Não,400000000.00,15/02/2018,15/02/2023,,Pagamento semestral. nos dias 15-ago e 15-fev. Primeiro em 15-ago-2018 e última no vencimento,2 parcelas: 50% em 15-fev-2022 e 50% no vencimento,Quirografária,DI Spread,"DI + 0,9%",21/12/2020,,3.2298,09/04/2020,,,1000.442173,21/12/2020,,,,,,,3.44,349.63,2.73,97.06,2.60,96.15,,,1.63,-0.04,1.12,624.11,-2.59,-765.05,10,9,,,-4.55,10/03/2020,09/04/2020,114,21/08/2020
Sabesp,Emis 22/Ser 03,Título privado de renda fixa,Anbima,ativo,43776517000180,22,03,SBSPC2,"Água, esgoto e outros sistemas",Planner Corretora de Valores SA,Banco BTG Pactual SA,Banco Bradesco SA,Não,250000000.00,15/02/2018,15/02/2025,15/08/2024,Pagamento anual. primeiro em 15-fev-2019,2 parcelas: 50% em 15-fev-2024 e 50% em 15-fev-2025,Quirografária,IPCA Spread,IPCA + 6%,21/12/2020,,5.6712,23/03/2020,,,1267.300723,18/12/2020,,,,,,,6.77,687.17,8.17,290.91,7.02,259.79,,,8.71,0.65,3.55,1507.58,-5.31,-1570.58,9,9,,,-9.78,04/03/2020,23/03/2020,99,27/07/2020
Sabesp,Emis 23/Ser 01,Título privado de renda fixa,Anbima,ativo,43776517000180,23,01,SBSPB3,"Água, esgoto e outros sistemas",Planner Trustee DTVM Ltda,Banco BTG Pactual SA,Banco Bradesco SA,Não,491755000.00,10/05/2019,10/05/2024,15/08/2026,Pagamento Semestral. nos dias 10-nov e 10-mai. Primeiro em 10-nov-2019,Integral na data do vencimento,Quirografária,DI Spread,"DI + 0,49%",21/12/2020,,2.7165,09/06/2020,,,969.520711,19/03/2020,,,,,,,5.53,561.95,0.66,23.66,0.51,18.75,,,2.82,-0.73,3.43,2142.07,-4.35,-1285.26,9,8,,,-6.22,19/03/2020,28/04/2020,,
Sabesp,Emis 23/Ser 02,Título privado de renda fixa,Anbima,ativo,43776517000180,23,02,SBSPC3,"Água, esgoto e outros sistemas",Planner Trustee DTVM Ltda,Banco BTG Pactual SA,Banco Bradesco SA,Não,375000000.00,10/05/2019,10/05/2027,,Pagamento Semestral. nos dias 10-nov e 10-mai. Primeiro em 10-nov-2019,"3 parcelas : 33,33% em 10-mai-2025, 33,33% em 10-mai-2026 e 33,34% em 10-mai-2027.",Quirografária,DI Spread,"DI + 0,63%",21/12/2020,,3.6864,14/04/2020,,,949.9524777,09/01/2020,,,,,,,4.32,439.24,-1.08,-38.34,-1.21,-44.88,,,3.94,-0.95,2.25,985.47,-4.89,-1444.46,7,6,,,-11.13,09/01/2020,14/04/2020,,
Sabesp,Emis 24/Ser 01,Título privado de renda fixa,Anbima,ativo,43776517000180,24,01,SBSPC4,"Água, esgoto e outros sistemas",Planner Trustee DTVM Ltda,Banco BTG Pactual SA,Banco Bradesco SA,Sim,100000000.00,15/07/2019,15/07/2026,15/08/2026,Pagamento anual no dia 15-jul. Primeiro em 15-jul-2020 e última no vencimento,Integral na data do vencimento,Quirografária,IPCA Spread,"IPCA + 3,2000%",21/12/2020,,5.5795,23/03/2020,,,1077.020569,21/12/2020,,,,,,,10.28,1044.50,11.53,410.41,9.95,367.84,,,11.21,0.83,4.10,3290.96,-8.72,-2578.28,9,9,,,-11.76,04/03/2020,23/03/2020,88,10/07/2020
Sabesp,Emis 24/Ser 02,Título privado de renda fixa,Anbima,ativo,43776517000180,24,02,SBSPD4,"Água, esgoto e outros sistemas",Planner Trustee DTVM Ltda,Banco BTG Pactual SA,Banco Bradesco SA,Sim,300000000.00,15/07/2019,15/07/2029,15/08/2028,Pagamento anual no dia 15-jul. Primeiro em 15-jul-2020 e última no vencimento,"2 Parcelas: 33,33% em 15-jul-2027 e 50% em 15-jul-2028 e saldo no vencimento",Quirografária,IPCA Spread,"IPCA + 3,3700%",21/12/2020,,5.481,23/03/2020,,,1073.648088,21/12/2020,,,,,,,12.93,1313.03,14.39,512.30,11.44,423.15,,,13.53,0.92,4.14,3470.74,-7.83,-2314.23,9,8,,,-11.79,14/02/2020,23/03/2020,110,27/07/2020
Sabesp,Emis 25/Ser uni,Título privado de renda fixa,Anbima,ativo,43776517000180,25,uni,SBSPC5,"Água, esgoto e outros sistemas",Pentagono SA Dtvm,Banco Bradesco Bbi SA,Banco Bradesco SA,Não,1450000000.00,15/04/2020,15/10/2021,,Integral na data do vencimento,Integral na data do vencimento,Quirografária,DI Spread,"DI + 3,30%",21/12/2020,,,,,,,,,,,,,,3.46,351.70,,,,,,,,,0.97,603.92,0.18,137.25,,,,,-0.22,23/07/2020,27/07/2020,7,03/08/2020
Sabesp,Emis 26/Ser 01,Título privado de renda fixa,Anbima,ativo,43776517000180,26,01,SBSPB6,"Água, esgoto e outros sistemas",Planner Trustee DTVM Ltda,Banco BTG Pactual SA,Banco Bradesco SA,Sim,600000000.00,15/07/2020,15/07/2027,15/08/2028,Pagamento anual. Primeiro em 15-jul-2021,Integral na data do vencimento,Quirografária,IPCA Spread,"IPCA + 4,65%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,2.75,2456.72,-0.46,-291.81,,,,,-1.67,04/09/2020,28/09/2020,29,19/10/2020
Sabesp,Emis 26/Ser 02,Título privado de renda fixa,Anbima,ativo,43776517000180,26,02,SBSPC6,"Água, esgoto e outros sistemas",Planner Trustee DTVM Ltda,Banco BTG Pactual SA,Banco Bradesco SA,Sim,445000000.00,15/07/2020,15/07/2030,15/08/2030,Pagamento anual. Primeiro em 15-jul-2021,Pagamento anual. Primeiro em 15-jul-2028,Quirografária,IPCA Spread,"IPCA + 4,95%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,4.30,3839.05,-1.05,-667.32,,,,,-2.86,03/09/2020,28/09/2020,31,20/10/2020
Saneamento de Goias S/A,Emis 04/Ser uni,Título privado de renda fixa,Anbima,ativo,01616929000102,4,uni,SNGO14,"Água, esgoto e outros sistemas",Pentagono SA Dtvm,Banco Abc Brasil SA,Banco Bradesco SA,Não,130000000.00,15/12/2017,15/12/2021,,Pagamento mensal no dia 15. Primeiro em 15-jan-2019 e última no vencimento,Pagamento mensal no dia 15. Primeiro em 15-jun-2019 e última no vencimento,Quirografária,DI Spread,"DI + 2,95%",21/12/2020,,3.7069,07/05/2020,,,389.60699,21/12/2020,,,,,,,3.40,345.82,4.08,145.14,3.93,145.30,,,0.82,1.50,1.24,792.45,-0.78,-231.68,10,10,,,-1.47,20/03/2020,04/05/2020,79,15/07/2020
Saneamento de Goias S/A,Emis 05/Ser uni,Título privado de renda fixa,Anbima,ativo,01616929000102,5,uni,SNGO15,"Água, esgoto e outros sistemas",Pentagono SA Dtvm,Banco Abc Brasil SA,Itau Unibanco SA,Não,250000000.00,15/11/2018,15/11/2023,,"Pagamento mensal, primeiro no dia 15-mai-2018 e última no vencimento","Pagamento mensal, primeiro no dia 15-mai-2020 e última no vencimento",Quirografária,DI Spread,"DI + 2,5%",21/12/2020,,5.7871,14/04/2020,,,820.103513,21/12/2020,,,,,,,4.32,438.79,3.41,121.55,3.29,121.55,,,2.87,0.22,1.69,869.96,-4.22,-1248.35,11,11,,,-6.70,10/03/2020,14/04/2020,93,23/07/2020
Saneamento de Goias S/A,Emis 06/Ser uni,Título privado de renda fixa,Anbima,ativo,01616929000102,6,uni,SNGO16,"Água, esgoto e outros sistemas",Vortx DTVM Ltda,Banco Votorantim SA,Vortx DTVM Ltda,Não,140000000.00,23/09/2019,23/09/2024,,Pagamento mensal no dia 23 de cada mês. Primeiro em 23-Out-2019 e último no vencimento.,"Parcelas mensais, no dia 23 de cada mês. Primeira em 23-Set-2021 e última no vencimento.",Quirografária,DI Spread,"DI + 1,20%",21/12/2020,,,,,,,,,,,,,,5.87,596.26,,,,,,,,,2.43,1159.16,-4.45,-1314.24,,,,,-7.14,19/03/2020,15/04/2020,108,24/08/2020
Sanepar,Emis 08/Ser 01,Título privado de renda fixa,Anbima,ativo,76484013000145,8,01,SAPR18,"Água, esgoto e outros sistemas",Pentagono SA Dtvm,Banco Votorantim SA,Banco Bradesco SA,Não,95000000.00,21/06/2018,21/06/2021,,Pagamento Semestral. nos dias 21-jun e 21-dez. Primeiro no dia 21-dez-2018,Integral na data do vencimento,Quirografária,DI Percentual,"106,50% do DI",21/12/2020,,137.9105,14/04/2020,,,9975.62959,21/12/2020,,,,,,,1.39,141.31,3.00,106.83,2.89,106.87,,,0.46,0.41,0.46,195.29,-0.34,-100.36,11,11,,,-0.75,18/03/2020,07/04/2020,41,19/05/2020
Sanepar,Emis 08/Ser 02,Título privado de renda fixa,Anbima,ativo,76484013000145,8,02,SAPR28,"Água, esgoto e outros sistemas",Pentagono SA Dtvm,Banco Votorantim SA,Banco Bradesco SA,Não,155000000.00,21/06/2018,21/06/2023,,Pagamento Semestral. nos dias 21-jun e 21-dez. Primeiro em 21-dez-2018,Integral na data do vencimento,Quirografária,DI Percentual,108% do DI,21/12/2020,,150.9458,01/09/2020,,,9759.836677,17/03/2020,,,,,,,1.17,118.96,-0.52,-18.61,-0.60,-22.04,,,2.44,-1.33,0.92,816.79,-3.31,-978.93,7,6,,,-4.39,17/03/2020,27/04/2020,,
Sanepar,Emis 09/Ser 01,Título privado de renda fixa,Anbima,ativo,76484013000145,9,01,SAPR19,"Água, esgoto e outros sistemas",Pentagono SA Dtvm,Banco Votorantim SA,Banco Bradesco SA,Não,199150000.00,11/06/2019,11/06/2024,,Pagamento Semestral. nos dias 11-jun e 11-dez. Primeiro em 11-dez-2019,Integral na data do vencimento,Quirografária,DI Percentual,"106,05% do DI",21/12/2020,,172.6985,30/10/2020,,,9560.685995,04/03/2020,,,,,,,0.00,-0.31,-4.73,-168.48,-4.57,-168.97,,,4.71,-1.55,2.19,1464.98,-4.77,-3040.72,8,7,,,-9.59,04/03/2020,24/04/2020,,
Sanepar,Emis 09/Ser 02,Título privado de renda fixa,Anbima,ativo,76484013000145,9,02,SAPR29,"Água, esgoto e outros sistemas",Pentagono SA Dtvm,Banco Votorantim SA,Banco Bradesco SA,Não,150850000.00,11/06/2019,11/06/2026,,Pagamento Semestral. nos dias 11-jun e 11-dez. Primeiro em 11-dez-2019,Integral na data do vencimento,Quirografária,DI Percentual,"107,25% do DI",21/12/2020,,178.1751,01/07/2020,,,9391.510199,10/03/2020,,,,,,,17.02,1729.28,-0.67,-23.92,-0.89,-32.86,,,7.92,-0.39,10.08,6301.62,-10.93,-3837.05,7,6,,,-17.26,10/03/2020,13/05/2020,,
Sanepar,Emis 10/Ser uni,Título privado de renda fixa,Anbima,ativo,76484013000145,10,uni,SAPR10,"Água, esgoto e outros sistemas",Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Sim,350000000.00,15/03/2020,15/03/2027,15/08/2026,Pagamento Semestral. nos dias 15-mar e 15-set. Primeiro em 15-set-2020,Integral na data do vencimento,Quirografária,IPCA Spread,"IPCA + 4,6570%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,3.49,3117.54,-0.37,-228.63,,,,,-3.34,06/08/2020,20/08/2020,27,15/09/2020
Santa Vitoria do Palmar Energias Renovaveis S/A,Emis 03/Ser uni,Título privado de renda fixa,Anbima,ativo,18156217000150,3,uni,SAVI13,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,XP Investimentos CCTVM SA,Banco Bradesco SA,Sim,105000000.00,15/03/2018,15/09/2031,15/08/2026,"Pagamento semestral, nos dia 15-set e 15-mar. Primeiro em 15-set-2018 e última no vencimento","Pagamento semestral, nos dia 15-set e 15-mar. Primeiro em 15-set-2018 e última no vencimento",Quirografária,IPCA Spread,"IPCA + 5,9548%",21/12/2020,,5.9188,23/03/2020,,,855.757569,21/12/2020,,,,,,,7.90,802.86,10.64,378.80,9.51,351.56,,,11.27,0.75,4.25,2859.94,-5.13,-1515.95,9,9,,,-11.28,04/03/2020,23/03/2020,83,03/07/2020
Santo Antonio Energia SA,Emis 03/Ser 01,Título privado de renda fixa,Anbima,ativo,09391823000160,3,1,STEN13,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco BTG Pactual SA,Itau Cv SA,Sim,200000000.00,15/04/2014,15/04/2022,15/08/2022,"Pagamento semestral, nos dias 15-Abr e 15-Out. Primeiro em 15-Out-2014 e último no vencimento.","3 parcelas: 16,4% em 15-Abr-2020, 49,3% em 15-Abr-2021 e saldo em 15-Abr-2022.",Quirografária,IPCA Spread,"IPCA + 7,0537%",21/12/2020,,7.2725,05/05/2020,,,12435.95603,01/12/2020,,,,,,,7.16,726.83,8.67,308.70,8.21,303.73,,,4.21,1.40,2.04,1364.83,-1.99,-698.93,8,8,,,-3.76,03/03/2020,05/05/2020,82,01/07/2020
Santo Antonio Energia SA,Emis 03/Ser 02,Título privado de renda fixa,Anbima,ativo,09391823000160,3,2,STEN23,"Geração, transmissão e distribuição de energia elétrica",Pentagono SA Dtvm,Banco BTG Pactual SA,Itau Cv SA,Sim,500000000.00,15/04/2014,15/04/2024,15/05/2023,"Pagamento semestral, nos dias 15-Abr e 15-Out. Primeiro em 15-Out-2014 e último no vencimento.","3 parcelas: 25,1% em 15-Abr-2022, 55,6% em 15-abr-2023 e saldo em 15-Abr-2024.",Quirografária,IPCA Spread,"IPCA + 7,4943%",21/12/2020,,8.3199,13/05/2020,,,15135.52615,21/12/2020,,,,,,,12.11,1230.32,8.06,286.97,8.10,299.56,,,6.53,0.83,3.48,1792.33,-3.43,-1202.88,10,7,,,-8.11,04/03/2020,13/05/2020,96,22/07/2020
Santos Brp,Emis 04/Ser 01,Título privado de renda fixa,Anbima,ativo,02762121000104,4,01,STBP14,Atividades auxiliares ao transporte aquático,Oliveira Trust Dtvm SA,Banco BTG Pactual SA,Itau Unibanco SA,Não,100000000.00,25/03/2019,25/03/2024,,Pagamento Semestral. Nos dia 25-set e 25-mar. Primeiro em 25-mar-2019,"3 parcelas : 33,33% em 25-mar-2022, 33,33% em 25-mar-2023 e 33,34% no vencimento.",Quirografária,DI Spread,"DI + 0,7%",21/12/2020,,,,,,,,,,,,,,,,,,,,,,,,0.63,418.65,-0.06,-41.19,,,,,-0.16,16/10/2020,30/10/2020,13,05/11/2020
Santos Brp,Emis 04/Ser 02,Título privado de renda fixa,Anbima,ativo,02762121000104,4,02,STBP24,Atividades auxiliares ao transporte aquático,Oliveira Trust Dtvm SA,Banco BTG Pactual SA,Itau Unibanco SA,Não,200000000.00,25/03/2019,25/03/2026,,"Pagamento Trimestral. nos dias 25-mar, 25-jun, 25-set e 25-dez. Primeiro em 25-set-2019 e última no vencimento",2 Parcelas: 50% em 25-mar-2025 e 50% em 25-mar-2026,Quirografária,DI Spread,DI + 1%,21/12/2020,,4.2176,14/04/2020,,,969.914228,26/11/2020,,,,,,,5.43,551.57,0.53,18.94,0.59,21.75,,,5.03,-0.42,1.82,1029.75,-6.50,-1919.56,9,8,,,-11.77,08/01/2020,14/04/2020,187,06/10/2020
Sendas Distribuidora S/A,Emis 01/Ser 03,Título privado de renda fixa,Anbima,ativo,06057223000171,1,03,SDAS31,Loja de departamentos,Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Não,2000000000.00,20/08/2019,20/08/2022,,"Pagamento semestral, nos dias 20-Fev e 20-Ago. Primeiro em 20-Fev-2020 e último no vencimento.",Integral na data do vencimento,Quirografária,DI Spread,"DI + 2,65%",21/12/2020,,,,,,,,,,,,,,6.91,701.65,,,,,,,,,1.94,1214.57,0.24,215.19,,,,,-0.12,10/08/2020,11/08/2020,6,18/08/2020
Sendas Distribuidora S/A,Emis 01/Ser 04,Título privado de renda fixa,Anbima,ativo,06057223000171,1,04,SDAS41,Loja de departamentos,Pentagono SA Dtvm,Banco Itau BBA SA,Banco Bradesco SA,Não,2000000000.00,20/08/2019,20/08/2023,,"Pagamento semestral, nos dias 20-Fev e 20-Ago. Primeiro em 20-Fev-2020 e último no vencimento.",Integral na data do vencimento,Quirografária,DI Spread,"DI + 3,00%",21/12/2020,,,,,,,,,,,,,,9.51,966.15,,,,,,,,,2.75,1717.80,0.26,231.71,,,,,-0.05,05/10/2020,08/10/2020,5,13/10/2020
Ser Educa,Emis 02/Ser 02,Título privado de renda fixa,Anbima,ativo,04986320000113,2,2,SEER22,Escola de ensino superior,Pentagono SA Dtvm,Banco Itau BBA SA,Itau Unibanco SA,Não,100000000.00,15/09/2017,15/09/2021,,"Pagamento semestral, nos dias 15-Mar e 15-Set. Primeiro em 15-Mar-2020 e último no vencimento.","4 parcelas semestrais, nos dias 15-Mar e 15-Set. Primeira em 15-Mar-2020 e última em 15-Set-2021.",Quirografária,DI Spread,"DI + 1,35%",21/12/2020,,2.7574,03/07/2020,,,502.009634,21/12/2020,,,,,,,2.40,243.31,3.38,120.27,3.26,120.41,,,0.43,1.26,0.64,328.45,-0.35,-103.76,10,10,,,-0.90,19/03/2020,23/04/2020,79,14/07/2020
